Year_x,Title,Abstract,title_topic,title_topic1,title_topic2,ab_topic,ab_topic1,ab_topic2,Matching_Topics,Fact1,Fact2,Fact3,final_topic,gpt_topic,Cat_L1,Cat_L2,Cat_L3,Cat_L1_Valid,Cat_L2_Valid,Cat_L3_Valid
2017,Whole-exome sequencing in evaluation of patients with venous thromboembolism.,"Genetics play a significant role in venous thromboembolism (VTE), yet current clinical laboratory-based testing identifies a known heritable thrombophilia (factor V Leiden, prothrombin gene mutation G20210A, or a deficiency of protein C, protein S, or antithrombin) in only a minority of VTE patients. We hypothesized that a substantial number of VTE patients could have lesser-known thrombophilia mutations. To test this hypothesis, we performed whole-exome sequencing (WES) in 64 patients with VTE, focusing our analysis on a novel 55-gene extended thrombophilia panel that we compiled. Our extended thrombophilia panel identified a probable disease-causing genetic variant or variant of unknown significance in 39 of 64 study patients (60.9%), compared with 6 of 237 control patients without VTE (2.5%) (P < .0001). Clinical laboratory-based thrombophilia testing identified a heritable thrombophilia in only 14 of 54 study patients (25.9%). The majority of WES variants were either associated with thrombosis based on prior reports in the literature or predicted to affect protein structure based on protein modeling performed as part of this study. Variants were found in major thrombophilia genes, various SERPIN genes, and highly conserved areas of other genes with established or potential roles in coagulation or fibrinolysis. Ten patients (15.6%) had >1 variant. Sanger sequencing performed in family members of 4 study patients with and without VTE showed generally concordant results with thrombotic history. WES and extended thrombophilia testing are promising tools for improving our understanding of VTE pathogenesis and identifying inherited thrombophilias. ",gene_expression,endothelial_cell,coronary_artery,first_time,contractile_function,type_diabetes,0," Current tests can only identify a few known heritable thrombophilias in a minority of VTE patients. 
 "," Whole-exome sequencing (WES) identified probable disease-causing genetic variants in 60.9% of VTE patients, compared to 2.5% of control patients. 
 "," The study found variants in major thrombophilia genes, SERPIN genes, and other genes with roles in coagulation or fibrinolysis, suggesting WES and extended thrombophilia testing as promising tools for understanding VTE pathogenesis",,thrombosis and stroke prevention,Basic / Translational Research,Genetic & Epigenetic Studies,Gene Editing & Knockouts,True,True,False
2025,Influence of bariatric surgery on endothelial and glycocalyx biomarkers in obesity and type 2 diabetes.,"Bariatric surgery is associated with reduced risk of cardiometabolic disease in obesity and type 2 diabetes (T2D). The mechanisms are not fully understood, but improvement in endothelial dysfunction has been implicated.",bariatric surgery,after_bariatric surgery,sleeve gastrectomy,obesity related,patients_with obesity,severe obesity,0,Bariatric surgery is associated with reduced risk of cardiometabolic disease in obesity and type 2 diabetes (T2D),"The mechanisms are not fully understood, but improvement in endothelial dysfunction has been implicated.",,bariatric surgery,obesity treatment,Epidemiology & Risk Factors,Metabolic Syndrome & Obesity,Insulin Resistance & Diabetes,True,True,True
2017,Effects of diabetes and cardiopulmonary bypass on expression of adherens junction proteins in human peripheral tissue.,"BACKGROUND: We investigated the changes in adherens junction proteins, such as vascular endothelial-cadherin and β-catenin, of skeletal muscle and vessels in patients with or without diabetes in the setting of cardiopulmonary bypass and cardiac operation. METHODS: Skeletal muscle tissue samples were harvested pre- and post-cardiopulmonary bypass from nondiabetic (hemoglobin A1c: 5.4 ± 0.1), controlled diabetic (hemoglobin A1c: 6.3 ± 0.1), and uncontrolled diabetic patients (hemoglobin A1c: 9.6 ± 0.3) undergoing coronary artery bypass grafting operation (n = 8 per group). The expression/phosphorylation of adherens junction proteins vascular endothelial-cadherin and β-catenin were assessed by immunoblotting and immuno-histochemistry. Endothelial function of skeletal muscle arterioles was determined by videomicroscopy in response to the vasodilator substance P. RESULTS: The protein expression of total vascular endothelial-cadherin was not changed at baseline or between pre-and post-cardiopulmonary bypass among groups. The pre-cardiopulmonary bypass level of phospho-vascular endothelial-cadherin was found to be significantly increased in the uncontrolled diabetic patients group compared with the nondiabetic or controlled diabetic groups (P < .05). The post-cardiopulmonary bypass levels of phospho-vascular endothelial-cadherin were significantly increased compared with pre-cardiopulmonary bypass in all groups (P < .05 each), and this increase was greater in the uncontrolled diabetic patients group than that of the nondiabetic or controlled diabetic groups (P < .05). Expression of basal β-catenin protein in the uncontrolled diabetic group was decreased compared with nondiabetic or controlled diabetic groups (P < .05). There were significant decreases in the β-catenin protein expression between pre- and post-cardiopulmonary bypass in all 3 groups (P < .05 each), and this decrease was greater in the uncontrolled diabetic patients group than the nondiabetic group (P < .05). There were decreases in the relaxation response of skeletal muscle arterioles to substance P after cardiopulmonary bypass in all 3 groups (P < .05), and this alteration was more pronounced in the uncontrolled diabetic patients (P < .05). CONCLUSION: Uncontrolled diabetes causes inactivation and reduction in the expression of endothelial adherens junction proteins in the arterioles of skeletal muscle early after cardiopulmonary bypass. The enhanced phosphorylation of vascular endothelial-cadherin and degradation of β-catenin indicate deterioration of these proteins and damage of the cell-cell endothelial junctions, specifically in the diabetic peripheral vessels. These alterations may contribute to the increases in peripheral vascular permeability and endothelial dysfunction. ",gene_expression,endothelial_cell,coronary_artery,young_adult,endothelial_cell,significant_difference,1," Uncontrolled diabetes can cause inactivation and reduction of endothelial adherens junction proteins in skeletal muscle arterioles after cardiopulmonary bypass. 
 "," The study found that uncontrolled diabetes led to greater increases in phospho-vascular endothelial-cadherin and greater decreases in β-catenin protein expression compared to nondiabetic and controlled diabetic groups. 
 ", The study suggests that uncontrolled diabetes may contribute to increases in peripheral vascular permeability and endothelial dysfunction by damaging cell-cell endothelial junctions,,diabetes and cardiovascular complications,Basic / Translational Research,Molecular Mechanisms,Receptors & Ion Channels,True,True,False
2009,The cerebral cavernous malformation signaling pathway promotes vascular integrity via Rho GTPases.,"Cerebral cavernous malformation (CCM) is a common vascular dysplasia that affects both systemic and central nervous system blood vessels. Loss of function mutations in the CCM2 gene cause CCM. Here we show that targeted disruption of Ccm2 in mice results in failed lumen formation and early embryonic death through an endothelial cell autonomous mechanism. We show that CCM2 regulates endothelial cytoskeletal architecture, cell-to-cell interactions and lumen formation. Heterozygosity at Ccm2, a genotype equivalent to that in human CCM, results in impaired endothelial barrier function. On the basis of our biochemical studies indicating that loss of CCM2 results in activation of RHOA GTPase, we rescued the cellular phenotype and barrier function in heterozygous mice with simvastatin, a drug known to inhibit Rho GTPases. These data offer the prospect for pharmacological treatment of a human vascular dysplasia with a widely available and safe drug. ",gene_expression,endothelial_cell,coronary_artery,endothelial_cell,receptor_antagonist,oxidative_stress,1," Cerebral cavernous malformation (CCM) is a common vascular dysplasia that affects both systemic and central nervous system blood vessels. 
 "," Loss of function mutations in the CCM2 gene cause CCM and targeted disruption of Ccm2 in mice results in failed lumen formation and early embryonic death. 
 ", The study suggests that the drug simvastatin can rescue the cellular phenotype and barrier function in heterozygous mice with CCM,,,Basic / Translational Research,Molecular Mechanisms,Signaling Pathways,True,True,True
2016,Pulmonary embolism in patients with transvenous cardiac implantable electronic device leads.,"BACKGROUND: Cardiac implantable electronic devices (CIEDs) are commonly associated with transvenous lead-related thrombi that can cause pulmonary embolism (PE). METHODS AND RESULTS: We retrospectively evaluated all patients with transvenous CIED leads implanted at Mayo Clinic Rochester between 1 January 2000, and 25 October 2010. Pulmonary embolism outcomes during follow-up were screened using diagnosis codes and confirmed with imaging study reports. Of 5646 CIED patients (age 67.3 ± 16.3 years, 64% men, mean follow-up 4.69 years) 88 developed PE (1.6%), incidence 3.32 [95% confidence interval (CI) 2.68-4.07] per 1000 person-years [men: 3.04 (95% CI 2.29-3.96) per 1000 person-years; women: 3.81 (95% CI 2.72-5.20) per 1000 person-years]. Other than transvenous CIED lead(s), 84% had another established risk factor for PE such as deep vein thrombosis (28%), recent surgery (27%), malignancy (25%), or prior history of venous thromboembolism (15%). At the time of PE, 22% had been hospitalized for ≥ 48 h, and 59% had been hospitalized in the preceding 30 days. Pulmonary embolism occurred in 22% despite being on systemic anticoagulation therapy. Out of 88 patients with PE, 45 subsequently died, mortality rate 93 (95% CI 67-123) per 1000 person-years (hazard ratio 2.0, 95% CI 1.5-2.7, P < 0.0001). CONCLUSIONS: Though lead-related thrombus is commonly seen in patients with transvenous CIED leads, clinical PE occurs with a low incidence. It is possible that embolism of lead thrombus is uncommon or emboli are too small to cause consequential pulmonary infarction. ",vascular_smooth_muscle,gene_expression,endothelial_cell,mean_year,voltage_dependent,significant_difference,0," CIEDs (Cardiac Implantable Electronic Devices) are associated with transvenous lead-related thrombi that can cause pulmonary embolism (PE). 
 "," Out of 5646 patients with CIEDs, 88 developed PE (1.6%) with 45 subsequent deaths, and mortality rate was 93 per 1000 person-years. 
 "," Most patients with PE (84%) had another established risk factor for PE, and 22% had been hospitalized for ≥ 48 h and 59% had been hospitalized in the preceding 30 days",,thrombosis and stroke prevention,Clinical Cardiology,Other Clinical Areas,Valvular Heart Disease,True,True,False
2007,Effect of simulated postprandial hyperglycemia on coronary blood flow in cardiac transplant recipients.,"Patients with diabetes mellitus exhibit postprandial hyperglycemia, systemic oxidative stress, impaired endothelium-dependent, nitric oxide (NO)-mediated coronary artery dilatation, and an increased incidence of coronary events. Whether hyperglycemia causally mediates these associations is unknown. To test the hypothesis that postprandial hyperglycemia acutely impairs coronary endothelial function in humans, we compared the ability of the endothelium-dependent vasodilator acetylcholine to increase conduit coronary diameter (the macrovascular response) and coronary blood flow velocity (the microvascular response) in 12 cardiac transplant recipients without diabetes before and after blood glucose was raised from 6.7 +/- 1.3 mmol/l (121 +/- 24 mg/dl) to 17.8 +/- 1.5 mmol/l (321 +/- 27 mg/dl) for 1 h. Hyperglycemia acutely doubled circulating levels of the oxidation product malondialdehyde, indicating systemic oxidative stress, but did not affect the ability of acetylcholine to dilate conduit coronary segments or accelerate coronary blood flow. We conclude that the oxidative stress associated with a single acute episode of hyperglycemia affects neither acetylcholine-mediated coronary endothelial NO release nor the subsequent bioavailability, metabolism, or action of NO within the coronary circulation of cardiac transplant recipients. These observations imply that the relationship among hyperglycemia, oxidative stress, and coronary endothelial dysfunction is presumably mediated by mechanisms operating over longer periods of time. ",gene_expression,endothelial_cell,coronary_artery,oxidative_stress,risk_factor,acute_coronary,0," Patients with diabetes experience postprandial hyperglycemia, oxidative stress, and impaired coronary artery function, which may increase their risk of coronary events. 
 "," The study tested the hypothesis that hyperglycemia acutely impairs coronary endothelial function by comparing the effects of acetylcholine on coronary diameter and blood flow velocity before and after raising blood glucose levels. 
 "," The study found that acute hyperglycemia did not affect the ability of acetylcholine to dilate coronary segments or accelerate blood flow, suggesting that the relationship between hyperglycemia, oxidative stress, and coronary endothelial dysfunction may be mediated by mechanisms operating over longer periods of time",,diabetes and cardiovascular complications,Clinical Cardiology,Coronary Artery Disease,Angina & Chronic Ischemic Syndromes,True,True,False
2015,Astrocyte Ca2+ Signaling Drives Inversion of Neurovascular Coupling after Subarachnoid Hemorrhage.,"Physiologically, neurovascular coupling (NVC) matches focal increases in neuronal activity with local arteriolar dilation. Astrocytes participate in NVC by sensing increased neurotransmission and releasing vasoactive agents (e.g., K(+)) from perivascular endfeet surrounding parenchymal arterioles. Previously, we demonstrated an increase in the amplitude of spontaneous Ca(2+) events in astrocyte endfeet and inversion of NVC from vasodilation to vasoconstriction in brain slices obtained from subarachnoid hemorrhage (SAH) model rats. However, the role of spontaneous astrocyte Ca(2+) signaling in determining the polarity of the NVC response remains unclear. Here, we used two-photon imaging of Fluo-4-loaded rat brain slices to determine whether altered endfoot Ca(2+) signaling underlies SAH-induced inversion of NVC. We report a time-dependent emergence of endfoot high-amplitude Ca(2+) signals (eHACSs) after SAH that were not observed in endfeet from unoperated animals. Furthermore, the percentage of endfeet with eHACSs varied with time and paralleled the development of inversion of NVC. Endfeet with eHACSs were present only around arterioles exhibiting inversion of NVC. Importantly, depletion of intracellular Ca(2+) stores using cyclopiazonic acid abolished SAH-induced eHACSs and restored arteriolar dilation in SAH brain slices to two mediators of NVC (a rise in endfoot Ca(2+) and elevation of extracellular K(+)). These data indicate a causal link between SAH-induced eHACSs and inversion of NVC. Ultrastructural examination using transmission electron microscopy indicated that a similar proportion of endfeet exhibiting eHACSs also exhibited asymmetrical enlargement. Our results demonstrate that subarachnoid blood causes a delayed increase in the amplitude of spontaneous intracellular Ca(2+) release events leading to inversion of NVC. Significance statement: Aneurysmal subarachnoid hemorrhage (SAH)--strokes involving cerebral aneurysm rupture and release of blood onto the brain surface--are associated with high rates of morbidity and mortality. A common complication observed after SAH is the development of delayed cerebral ischemia at sites often remote from the site of rupture. Here, we provide evidence that SAH-induced changes in astrocyte Ca(2+) signaling lead to a switch in the polarity of the neurovascular coupling response from vasodilation to vasoconstriction. Thus, after SAH, signaling events that normally lead to vasodilation and enhanced delivery of blood to active brain regions cause vasoconstriction that would limit cerebral blood flow. These findings identify astrocytes as a key player in SAH-induced decreased cortical blood flow. ",gene_expression,endothelial_cell,coronary_artery,methods_result,significant_difference,acute_coronary,0," Neurovascular coupling (NVC) matches increased neuronal activity with local arteriolar dilation, and astrocytes play a role in this process. 
 "," In rats with subarachnoid hemorrhage, astrocyte Ca(2+) signaling is altered, leading to a switch in NVC from vasodilation to vasoconstriction. 
 "," The study suggests that astrocytes are key players in the decreased cortical blood flow observed after subarachnoid hemorrhage, and that altered Ca(2+) signaling in astrocytes contributes to this effect",,post stroke aphasia,Basic / Translational Research,Molecular Mechanisms,Signaling Pathways,True,True,True
2009,Effect of hypercholesterolemia on myocardial necrosis and apoptosis in the setting of ischemia-reperfusion.,"BACKGROUND: Hypercholesterolemia is prevalent in patients who experience myocardial ischemia-reperfusion injury (IR). We investigate the impact of dietary-induced hypercholesterolemia on the myocardium in the setting of acute IR. METHODS AND RESULTS: In normocholesterolemic (NC, n=7) and hypercholesterolemic (HC, n=7) Yucatan male pigs, the left anterior descending coronary artery was occluded for 60 minutes, followed by reperfusion for 120 minutes. Hemodynamic values were recorded, and TTC staining was used to assess necrosis. Oxidative stress was measured. Specific cell death and survival signaling pathways were assessed by Western blot and TUNEL staining. Infarct size was 45% greater in HC versus NC (42% versus 61%, P<0.05), whereas the area at risk (AAR) was similar in both groups (P=0.61). Whereas global LV function (+dP/dt, P<0.05) was higher during entire period of IR in HC versus NC, regional function deteriorated more following reperfusion in HC (P<0.05). Ischemia increased indices of myocardial oxidative stress such as protein oxidation (P<0.05), lipid peroxidation (P<0.05), and nitrotyrosylation in HC versus NC, as well as the expression of phospho-eNOS (P<0.05). The expression of myeloperoxidase, p38 MAPK, and phospho-p38 MAPK was higher in HC versus NC (all P<05). Ischemia caused higher expression of the proapoptotic protein PARP (P<0.05), and lower expression of the prosurvival proteins Bcl2 (P<0.05), phospho-Akt, (P<0.05), and phospho-PKCepsilon (P<0.05) in the HC versus NC. TUNEL-positive cell count was 3.8-fold (P<0.05) higher in the AAR of HC versus NC. CONCLUSIONS: This study demonstrates that experimental hypercholesterolemia is associated with increased myocardial oxidative stress and inflammation, attenuation of cell survival pathways, and induction of apoptosis in the ischemic territory, which together may account for the expansion of myocardial necrosis in the setting of acute IR. ",vascular_smooth_muscle,gene_expression,endothelial_cell,myocardial_infarction,long_term,methods_result,0," Hypercholesterolemia, high cholesterol levels, is associated with increased myocardial oxidative stress and inflammation in the setting of acute myocardial ischemia-reperfusion injury. 
 "," In this study, hypercholesterolemic pigs had larger infarct sizes and worse regional function after reperfusion compared to normocholesterolemic pigs. 
 "," Hypercholesterolemia was found to induce apoptosis and attenuate cell survival pathways, which may contribute to the expansion of myocardial necrosis in the setting of acute IR",,,Basic / Translational Research,Molecular Mechanisms,Signaling Pathways,True,True,True
2023,Phthalates cause a low-renin phenotype commonly found in premature infants with idiopathic neonatal hypertension.,"Since the 1970s, when the initial reports of neonatal hypertension related to renal artery thromboembolism were published, other secondary causes of neonatal hypertension have been reported. Those infants with no identifiable cause of hypertension were labeled with a variety of terms. Herein, we describe such infants as having idiopathic neonatal hypertension (INH). Most, but not all, of these hypertensive infants were noted to have bronchopulmonary dysplasia (BPD). More recently, reports described common clinical characteristics seen in INH patients, whether or not they had BPD. This phenotype includes low plasma renin activity, presentation near 40weeks postmenstrual age, and a favorable response to treatment with spironolactone. A small prospective study in INH patents showed evidence of mineralocorticoid receptor activation due to inhibition of 11-HSD2, the enzyme that converts cortisol to the less potent mineralocorticoid-cortisone. Meanwhile, phthalate metabolites have been shown to inhibit 11-HSD2 in human microsomes. Premature infants can come in contact with exceptionally large phthalate exposures, especially those infants with BPD. This work describes a common low-renin phenotype, commonly seen in patients categorized as having INH. Further, we review the evidence that hypertension in INH patients with the low-renin phenotype may be mediated by phthalate-associated inhibition of 11-HSD2. Lastly, we review the implications of these findings regarding identification, treatment, and prevention of the low-renin hypertension phenotype seen in premature infants categorized as having INH.",renin phenotype commonly,renin phenotype,premature_infants idiopathic neonatal,persistent_pulmonary hypertension,pulmonary_hypertension_ ph,newborn_ pphn,0,"Since the 1970s, when the initial reports of neonatal hypertension related to renal artery thromboembolism were published, other secondary causes of neonatal hypertension have been reported",Those infants with no identifiable cause of hypertension were labeled with a variety of terms,"Herein, we describe such infants as having idiopathic neonatal hypertension (INH)",renin phenotype commonly,renin phenotype commonly,Basic / Translational Research,Genetic & Epigenetic Studies,Transcriptomics & RNA Regulation,True,False,False
2002,Elevated serum creatinine is associated with 1-year mortality after acute myocardial infarction.,"BACKGROUND: Cardiovascular mortality is high in individuals with end-stage renal disease. However, less is known about the prognostic importance of moderate renal insufficiency in patients with acute myocardial infarction. METHODS: We studied all patients with acute myocardial infarction admitted through the emergency department to an urban, academic hospital over 1 year. Patients were classified as having elevated (>133 micromol/L [1.5 mg/dL]) or normal (< or =133 micromol/L) serum creatinine at presentation. RESULTS: Of 483 patients, 22% had elevated creatinine and 78% had normal creatinine. By 1 year, 46% of patients with elevated creatinine and 15% of patients with normal creatinine had died (P <.001). The unadjusted hazard ratio for 1-year mortality was increased in patients with elevated creatinine compared with those with normal creatinine (hazard ratio 3.85, 95% CI 2.61-5.67). After adjustment for baseline characteristics and treatment, the multivariable-adjusted hazard ratio for 1-year mortality remained increased in patients with elevated creatinine compared with those with normal creatinine (hazard ratio 2.40, 95% CI 1.55-3.72). There was an important modification of the prognostic value of creatinine by the presence of congestive heart failure at presentation (P value for interaction =.04). The adjusted hazard ratio for 1-year death associated with elevated creatinine compared with normal creatinine was 3.89 (95% CI 1.87-8.07) in patients without congestive heart failure and 1.92 (95% CI 1.10-3.36) in patients with congestive heart failure. CONCLUSIONS: Elevated serum creatinine at presentation is associated with 1-year mortality after acute myocardial infarction. Further study is needed to optimize treatment after myocardial infarction in this high-risk group. ",acute_myocardial_infarction,gene_expression,endothelial_cell,mean_year,acute_myocardial_infarction,cd_cd,1," Cardiovascular mortality is high in individuals with end-stage renal disease. 
 "," This study found that patients with acute myocardial infarction and moderate renal insufficiency (elevated serum creatinine) had a higher 1-year mortality rate compared to those with normal creatinine levels. 
 ", The study suggests that the prognostic value of creatinine levels may be modified by the presence of congestive heart failure at presentation,,heart failure treatment and prognosis,Clinical Cardiology,Coronary Artery Disease,Acute Coronary Syndromes (STEMI/NSTEMI),True,True,True
2010,Extracellular ubiquitin inhibits beta-AR-stimulated apoptosis in cardiac myocytes: role of GSK-3beta and mitochondrial pathways.,"AIMS: Beta-adrenergic receptor (beta-AR) stimulation induces apoptosis in adult rat ventricular myocytes (ARVMs) via the activation of glycogen synthase kinase-3beta (GSK-3beta) and mitochondrial pathways. However, beta-AR stimulation induces apoptosis only in a fraction ( approximately 15-20%) of ARVMs. We hypothesized that ARVMs may secrete/release a survival factor(s) which protects 80-85% of cells from apoptosis. METHODS AND RESULTS: Using two-dimensional gel electrophoresis followed by MALDI TOF and MS/MS, we identified ubiquitin (Ub) in the conditioned media of ARVMs treated with beta-AR agonist (isoproterenol). Western blot analysis confirmed increased Ub levels in the conditioned media 3 and 6 h after beta-AR stimulation. Inhibition of beta1-AR and beta2-AR subtypes inhibited beta-AR-stimulated increases in extracellular levels of Ub, whereas activation of adenylyl cyclase using forskolin mimicked the effects of beta-AR stimulation. Incubation of cells with exogenous biotinylated Ub followed by western blot analysis of the cell lysates showed uptake of extracellular Ub into cells, which was found to be higher after beta-AR stimulation (1.9 +/- 0.4-fold; P < 0.05 vs. control, n = 6). Pre-treatment with Ub inhibited beta-AR-stimulated increases in apoptosis. Inhibition of phosphoinositide 3-kinase using wortmannin and LY-294002 prevented anti-apoptotic effects of extracellular Ub. Ub pre-treatment inhibited beta-AR-stimulated activation of GSK-3beta and c-Jun N-terminal kinase (JNK) and increases in the levels of cytosolic cytochrome c. The use of methylated Ub suggested that the anti-apoptotic effects of extracellular Ub are mediated via monoubiquitination. CONCLUSION: beta-AR stimulation increases levels of Ub in the conditioned media. Extracellular Ub plays a protective role in beta-AR-stimulated apoptosis, possibly via the inactivation of GSK-3beta/JNK and mitochondrial pathways. ",gene_expression,endothelial_cell,coronary_artery,receptor_antagonist,oxidative_stress,beneficial_effect,0," Beta-adrenergic receptor stimulation can induce apoptosis in adult rat ventricular myocytes, but only in a fraction of cells. 
 "," The study found that beta-AR-stimulated cells secrete a survival factor, ubiquitin (Ub), which protects most cells from apoptosis. 
 "," Extracellular Ub inhibits beta-AR-stimulated apoptosis by inactivating GSK-3beta/JNK and mitochondrial pathways, and is mediated by monoubiquitination",,,Basic / Translational Research,Molecular Mechanisms,Signaling Pathways,True,True,True
2007,Role of gamma-aminobutyric acid (GABA)A and GABAB receptors in paraventricular nucleus in control of sympathetic vasomotor tone in hypertension.,"The paraventricular nucleus (PVN) of the hypothalamus is involved in tonic regulation of sympathetic outflow. Impaired GABAergic control of PVN neurons may contribute to the elevated sympathetic drive in hypertension. In this study, we examined the function of GABA(A) and GABA(B) receptors in the PVN in control of sympathetic nerve activity and arterial blood pressure (ABP) in normotensive and hypertensive rats. Lumbar sympathetic activity (LSNA) and ABP were recorded from anesthetized spontaneously hypertensive rats (SHRs), Sprague-Dawley (SD) rats, and Wistar-Kyoto (WKY) rats. Bilateral microinjection of bicuculline (0.01-0.15 nmol), a GABA(A) receptor antagonist, into the PVN increased LSNA and ABP in normotensive WKY and SD rats in a dose-dependent manner. This response was significantly attenuated in SHRs. Furthermore, the decrease in LSNA and ABP induced by a GABA(A) receptor agonist, muscimol (0.05-1.5 nmol), in the PVN was significantly less in SHRs than in normotensive controls. In contrast, microinjection of the GABA(B) receptor agonist baclofen (0.3-4.5 nmol) into the PVN decreased LSNA and ABP in SHRs. However, in WKY and SD rats, baclofen only decreased LSNA and ABP at the highest dose tested. In addition, blockade of GABA(B) receptors in the PVN with CGP52432 (3-[[(3,4-dichlorophenyl)methyl]amino]propyl]diethoxymethyl)phosphinic acid) (0.15-3.0 nmol) dose-dependently increased LSNA and ABP in SHRs but not in normotensive controls. Collectively, this study provides new evidence that GABA(A) receptor function is attenuated, whereas the function of GABA(B) receptors is enhanced, in the PVN of SHRs. ",gene_expression,endothelial_cell,coronary_artery,smooth_muscle_cell,methods_result,blood_pressure,0," The paraventricular nucleus (PVN) of the hypothalamus plays a role in regulating sympathetic outflow. 
 "," GABA receptors in the PVN are involved in controlling sympathetic nerve activity and blood pressure, and their dysfunction may contribute to hypertension. 
 "," In spontaneously hypertensive rats, GABA(A) receptor function is impaired, while GABA(B) receptor function is enhanced, in the PVN, which may contribute to their hypertension",,hypertension control,Basic / Translational Research,Molecular Mechanisms,Receptors & Ion Channels,True,True,True
2016,Alcohol-Related Diagnoses and All-Cause Hospitalization Among HIV-Infected and Uninfected Patients: A Longitudinal Analysis of United States Veterans from 1997 to 2011.,"Individuals with HIV infection are living substantially longer on antiretroviral therapy, but hospitalization rates continue to be relatively high. We do not know how overall or diagnosis-specific hospitalization rates compare between HIV-infected and uninfected individuals or what conditions may drive hospitalization trends. Hospitalization rates among United States Veterans were calculated and stratified by HIV serostatus and principal diagnosis disease category. Because alcohol-related diagnoses (ARD) appeared to have a disproportional effect, we further stratified our calculations by ARD history. A multivariable Cox proportional hazards model was fitted to assess the relative risk of hospitalization controlling for demographic and other comorbidity variables. From 1997 to 2011, 46,428 HIV-infected and 93,997 uninfected patients were followed for 1,497,536 person-years. Overall hospitalization rates decreased among HIV-infected and uninfected patients. However, cardiovascular and renal insufficiency admissions increased for all groups while gastrointestinal and liver, endocrine, neurologic, and non-AIDS cancer admissions increased among those with an alcohol-related diagnosis. After multivariable adjustment, HIV-infected individuals with an ARD had the highest risk of hospitalization (hazard ratio 3.24, 95 % CI 3.00, 3.49) compared to those free of HIV infection and without an ARD. Still, HIV alone also conferred increased risk (HR 2.08, 95 % CI 2.04, 2.13). While decreasing overall, risk of all-cause hospitalization remains higher among HIV-infected than uninfected individuals and is strongly influenced by the presence of an ARD. ",long_term,gene_expression,endothelial_cell,mean_year,oxidative_stress,acute_myocardial_infarction,0," Hospitalization rates are high for individuals with HIV infection, but there's limited data comparing them to uninfected individuals. 
 "," The study found that hospitalization rates decreased among HIV-infected and uninfected patients, but some conditions like cardiovascular and renal insufficiency admissions increased. 
 "," The study suggests that HIV-infected individuals with a history of alcohol-related diagnoses have the highest risk of hospitalization, and HIV alone also confers increased risk",,,Epidemiology & Risk Factors,Demographic & Social Determinants,Age & Sex Differences,True,True,False
2015,Myocyte enhancer factor 2C function in skeletal muscle is required for normal growth and glucose metabolism in mice.,"BACKGROUND: Skeletal muscle is the most abundant tissue in the body and is a major source of total energy expenditure in mammals. Skeletal muscle consists of fast and slow fiber types, which differ in their energy usage, contractile speed, and force generation. Although skeletal muscle plays a major role in whole body metabolism, the transcription factors controlling metabolic function in muscle remain incompletely understood. Members of the myocyte enhancer factor 2 (MEF2) family of transcription factors play crucial roles in skeletal muscle development and function. MEF2C is expressed in skeletal muscle during development and postnatally and is known to play roles in sarcomeric gene expression, fiber type control, and regulation of metabolic genes. METHODS: We generated mice lacking Mef2c exclusively in skeletal muscle using a conditional knockout approach and conducted a detailed phenotypic analysis. RESULTS: Mice lacking Mef2c in skeletal muscle on an outbred background are viable and grow to adulthood, but they are significantly smaller in overall body size compared to control mice and have significantly fewer slow fibers. When exercised in a voluntary wheel running assay, Mef2c skeletal muscle knockout mice aberrantly accumulate glycogen in their muscle, suggesting an impairment in normal glucose homeostasis. Consistent with this notion, Mef2c skeletal muscle knockout mice exhibit accelerated blood glucose clearance compared to control mice. CONCLUSIONS: These findings demonstrate that MEF2C function in skeletal muscle is important for metabolic homeostasis and control of overall body size. ",metabolic_syndrome,gene_expression,endothelial_cell,skeletal_muscle,gene_expression,play_role,1," Skeletal muscle is the most abundant tissue in the body and plays a major role in whole body metabolism. 
 "," MEF2C is a transcription factor that plays crucial roles in skeletal muscle development and function, including sarcomeric gene expression, fiber type control, and regulation of metabolic genes. 
 "," Mice lacking MEF2C in skeletal muscle have impaired glucose homeostasis and accelerated blood glucose clearance, suggesting MEF2C is important for metabolic homeostasis and control of overall body size",,exercise and cardiovascular health,Basic / Translational Research,Genetic & Epigenetic Studies,Gene Editing & Knockouts,True,True,True
